altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,presMax,presMin
532,"13,4","4,6","11,4","15,3",30,"0,3","3,3","957,0","950,5"
34,"22,7","0,0","17,6","27,8",22,"3,1","10,8","1015,8","1011,6"
2369,"15,1","0,0","12,2","18,0",33,"12,2","18,3","777,3","773,4"
692,,"0,7",,,32,"0,3","5,6","939,0","938,7"
1530,"9,4","1,2","8,2","10,5",13,"2,5","7,8","852,5","846,2"
394,"18,6","1,2","13,5","23,8",17,"1,9","8,3","974,0","969,6"
90,,"6,0",,,12,"5,0","17,2","1009,6","1000,1"
667,"17,3",,"13,5","21,1",99,"1,1","4,2","943,5","938,4"
57,"16,8","3,0","15,1","18,4",13,"1,1","5,6","1011,9","1003,1"
1510,"9,6",,"7,1","12,1",20,"3,6","12,2","854,3","848,0"
185,"20,6","0,0","14,5","26,7",24,"1,7","9,7","996,7","992,2"
6,"21,1","0,0","16,3","25,9",08,"3,3","7,8","1018,6","1013,8"
567,"18,2","0,0","9,8","26,7",25,"2,5","7,2","955,2","950,1"
87,"22,8","0,0","18,9","26,6",19,"1,4","6,1","1009,4","1005,4"
450,"17,0","1,1","13,3","20,7",,,,,
208,"16,1","0,2","12,6","19,6",,,,"997,6","988,4"
769,"15,4",,"12,1","18,8",21,"3,1","8,9","931,9","926,7"
115,"27,2","0,0","22,9","31,5",09,"2,5","5,8","1003,4","998,8"
410,"21,7","0,0","14,8","28,6",28,"0,8","5,6","968,0","963,0"
808,"18,1","0,0","14,6","21,6",24,"1,7","7,2","922,2","918,9"
582,"17,8","0,2","13,8","21,7",22,"1,7","5,0","947,3","943,5"
17,"21,6","1,6","18,3","24,8",99,"3,9","10,8","1012,6","1009,3"
88,"22,4","0,0","17,1","27,8",14,"1,1","5,0","1003,7","999,5"
715,"16,6","1,0","14,4","18,7",22,"2,2","7,5","932,3","926,3"
874,"14,8","0,9","12,3","17,4",99,"3,6","7,2",,
43,"23,0","0,0","19,5","26,5",11,"1,7","6,4","1008,7","1005,2"
25,"26,6","0,0","24,2","28,9",99,"2,5","6,7","1013,0","1008,9"
1893,"10,0","0,2","8,1","11,8",18,"3,1","16,4","811,4","808,7"
870,"13,3","0,1","8,4","18,2",23,"1,9","9,7","914,4","910,1"
1220,"14,2","0,0","11,9","16,6",,,,,
334,"18,6","0,0","14,9","22,3",28,"0,6","5,8",,
273,"20,1","0,0","15,5","24,7",13,"0,8","5,8","983,3","976,8"
98,"19,6","2,2","17,7","21,4",15,"4,4","14,4","998,5","986,6"
127,"17,5","0,5","14,2","20,8",99,"3,1","7,8","996,6","987,7"
71,"18,9",Ip,"17,0","20,8",08,"1,9","6,7","1005,4","1002,6"
632,"25,8","0,0","21,3","30,2",07,"2,5","6,7","948,7","944,0"
249,"19,4","0,0","15,8","23,1",27,"2,5","5,8","984,9","980,4"
36,"26,9","0,0","24,7","29,1",,,,"1013,0","1008,3"
3,"21,4","0,0","17,5","25,3",24,"3,1","8,9","1014,2","1009,8"
15,"22,1","0,0","16,9","27,3",20,"1,4","5,8","1012,4","1009,3"
28,"22,6","0,0","20,0","25,3",25,"1,7","5,3","1012,1","1006,2"
1140,"12,6","4,2","11,1","14,1",20,"1,7","10,3","885,6","881,6"
513,"19,4","0,2","15,2","23,6",26,"0,8","6,7","955,5","951,0"
580,"16,7","0,2","12,7","20,7",18,"1,9","9,2","947,4","942,5"
143,"18,2","1,1","14,7","21,6",99,"1,7","4,2","998,9","996,2"
607,"17,8","0,4","14,3","21,3",21,"3,1","8,9","944,5","940,6"
32,"21,5","0,0","18,7","24,3",30,"1,9","6,4",,
50,"21,6","0,0","18,3","25,0",12,"1,4","6,7","1007,9","1005,1"
40,"18,0","2,7","14,8","21,2",99,"0,6","6,7",,
1131,"16,1","0,2","12,4","19,8",28,"1,9","6,4","888,9","886,3"
8,,"0,0",,,13,"1,7","5,6","1013,6","1009,6"
770,,"0,0",,,,,,,
10,"18,2","0,0","14,6","21,8",09,"1,7","6,1","1010,2","1001,9"
62,"24,3","0,0","18,4","30,2",08,"0,8","6,7","1007,2","1002,6"
186,"18,8","1,2","16,3","21,3",06,"1,4","4,2","991,1","988,1"
690,"19,0","0,2","15,4","22,7",23,"2,8","8,6","935,9","932,1"
372,"19,6","0,8","15,9","23,3",27,"0,6","6,4",,
291,"18,2","0,6","16,4","20,0",21,"1,4","6,1","981,0","978,1"
992,"15,2","1,2","12,0","18,5",16,"0,6","6,4","902,9","899,5"
130,,"0,0",,,,,,"1000,9","995,4"
54,"24,2","0,0","20,2","28,2",11,"2,2","6,7","1008,5","1004,6"
25,"26,2","0,0","24,1","28,2",99,"1,4","3,9","1013,5","1008,4"
720,"16,2","0,2","12,5","19,8",22,"2,2","9,7",,
186,"22,2","0,0","18,7","25,6",26,"1,7","5,6","993,7","988,2"
605,"21,0","0,0","16,0","25,9",20,"1,4","6,9","946,2","942,2"
74,"19,0",,"16,0","21,9",36,"0,8","3,6",,
45,"20,9","0,0","16,1","25,7",20,"2,5","12,8",,
5,"18,8","0,1","16,0","21,6",,,,"1010,9","1002,0"
650,"20,4","0,0","15,7","25,1",30,"1,7","6,4",,
8,,"0,0",,,99,"1,7","5,8","1014,3","1009,2"
840,"14,0","0,6","12,3","15,6",10,"2,2","11,1","918,3","910,2"
400,"16,4","9,1","15,2","17,5",09,"0,3","5,6",,
466,"18,6","0,0","15,3","21,9",22,"0,8","5,8","960,8","957,6"
14,"26,6","0,0","22,8","30,5",34,"3,1","12,5","1013,7","1009,8"
1080,"14,8","0,4","11,6","17,9",27,"1,7","6,7","893,4","890,2"
687,"20,2",Ip,"13,9","26,6",,"2,2",,"937,3","933,2"
779,"17,4",Ip,"13,4","21,5",24,"0,6","7,2","926,6","923,3"
531,"19,2","0,1","14,4","24,0",,,,,
643,"21,6","0,0","15,3","27,9",21,"1,7","7,5","941,7","938,0"
862,"19,0","0,0","15,3","22,6",23,"2,2","9,2","918,3","914,8"
1480,"9,9","10,2","8,6","11,2",17,"4,4","15,8",,
52,"19,4","0,0","16,0","22,8",21,"2,8","12,2","1004,2","998,6"
21,"22,4","0,0","19,5","25,2",99,"3,1","8,3","1012,2","1007,8"
4,"20,8","0,0","15,1","26,4",15,"1,9","8,9","1012,9","1006,1"
183,"18,4","0,0","12,7","24,2",99,"0,8","5,8",,
1450,"11,1","0,8","8,6","13,6",16,"2,5","7,5",,
19,"22,5","0,0","18,3","26,7",20,"1,4","7,2","1013,6","1009,8"
675,"15,0",,"13,2","16,8",,,,,
12,"22,2","0,0","17,7","26,8",21,"0,3","4,2",,
804,"18,0","0,0","13,7","22,2",22,"2,5","8,3",,
38,"18,4","0,0","13,7","23,0",18,"1,9","5,0","1006,5","998,6"
52,"23,9","0,0","19,9","27,9",04,"2,5","7,2","1009,5","1004,7"
15,,"0,0",,,27,"0,6","5,0","1014,6","1010,0"
10,"26,4",,"23,4","29,5",99,"1,9","5,8",,
60,"18,3","1,0","16,0","20,6",16,"3,1","8,6","1004,2","994,4"
447,"20,0","0,2","16,2","23,7",15,"1,4","9,2","963,8","958,2"
228,"20,2","0,0","14,9","25,5",16,"1,1","7,5",,
459,"17,2","0,0","13,3","21,2",14,"1,9","10,8","961,9","957,6"
146,"18,5","1,0","15,7","21,3",17,"1,1","11,7",,
546,"17,4","0,2","14,5","20,4",10,"1,4","4,7","951,2","947,7"
51,"19,4","0,0","16,0","22,9",20,"3,1","13,6","1004,7","997,5"
1025,"14,7","0,0","11,5","17,9",02,"1,9","5,3","899,4","896,0"
444,"17,9","0,6","14,8","21,0",16,"2,8","13,9","963,5","955,6"
680,"15,6","0,0","12,2","18,9",14,"3,1","10,0","937,0","929,5"
17,"22,5","0,0","19,9","25,1",18,"1,4","6,1",,
580,"19,1","0,0","14,9","23,3",32,"1,1","5,0","949,7","945,2"
18,"23,0",Ip,"19,2","26,7",20,"3,1","7,8","1012,7","1007,0"
33,"25,8","0,0","23,3","28,2",99,"1,7","6,7","1012,4","1006,9"
353,"15,8","0,0","13,0","18,5",07,"2,2","5,0","972,2","967,6"
42,"20,6","0,0","15,4","25,9",99,"3,1","9,7","1008,6","1001,7"
727,"16,8","0,4","13,7","19,9",24,"2,5","7,2","931,4","927,8"
572,"19,8","0,0","15,4","24,3",20,"3,1","9,2","949,8","944,3"
662,"19,8","0,0","15,7","23,9",20,"1,7","6,9","939,8","936,3"
640,"20,2","0,0","14,1","26,2",26,"1,1","7,8","942,1","938,7"
807,"15,7","0,4","13,3","18,1",18,"1,4","4,4",,
56,"24,6","0,0","19,7","29,5",99,"2,8","7,8","1006,6","1002,2"
620,"18,3","0,3","15,0","21,6",21,"3,1","14,4","944,0","940,0"
4,"22,1","0,0","16,5","27,7",,,,,
258,"19,8","0,0","15,9","23,6",27,"1,7","6,4","984,8","980,3"
4,"20,5","0,0","14,8","26,2",16,"1,7","8,9","1012,9","1006,1"
40,"19,4","21,8","16,5","22,4",34,"1,7","6,4","1011,5","1008,0"
3,"22,8","0,0","19,0","26,6",99,"1,4","6,4","1014,6","1008,2"
551,"19,8","0,0","14,9","24,6",22,"2,8","6,9","951,8","946,8"
1020,"13,2","4,1","10,4","16,1",18,"2,2","7,5","899,2","893,4"
820,"16,8","0,0","13,7","19,9",18,"1,1","8,3",,
64,"28,4","0,0","24,7","32,0",02,"3,6","7,2","1008,7","1004,1"
630,"17,6","0,4","14,5","20,8",26,"1,1","6,4",,
23,,"0,0",,,,,,,
846,"16,0","0,9","13,1","18,8",25,"3,3","10,3","918,3","913,1"
513,"17,4","0,0","13,0","21,8",22,"2,8","8,9","955,0","950,1"
90,"20,6","0,0","15,7","25,6",21,"2,2","8,9",,
580,"20,4","0,0","16,4","24,4",,,,,
869,"21,0","0,0","15,4","26,6",08,"0,8","5,8","917,4","913,3"
41,"21,2","0,0","17,6","24,9",20,"1,9","6,4","1010,8","1005,1"
490,"17,2","15,3","14,5","19,9",17,"1,4","10,0",,
113,"19,8","10,8","16,8","22,7",12,"3,3","16,1","997,7","985,0"
702,"20,4","0,0","15,9","24,8",26,"2,5","8,9","934,9","931,8"
912,"15,1","7,1","13,3","16,9",21,"2,8","8,9","910,3","905,1"
572,"16,9","0,0","13,5","20,3",11,"1,1","9,4",,
15,"26,4","0,0","24,2","28,6",13,"1,4","6,9","1016,2","1012,1"
11,"24,8","0,0","20,9","28,6",16,"1,4","6,9",,
750,"17,9","0,0","13,7","22,1",21,"1,7","7,2","930,3","925,6"
850,"14,6","2,3","13,2","16,1",18,"2,5","11,7","917,6","911,3"
830,"16,0","3,6","13,4","18,5",,,,"920,8","916,0"
1062,"14,3","0,4","10,7","17,9",26,"1,4","7,2","895,9","893,1"
57,"19,8","2,0","18,3","21,4",15,"2,8","11,1","1003,1","991,4"
157,"16,4","1,7","14,2","18,5",99,"0,6","3,3",,
616,"14,4","3,3","12,8","15,9",14,"3,3","13,1",,
269,"18,6","0,2","15,0","22,3",04,"1,1","4,4","983,3","977,7"
100,"18,8","5,9","16,7","21,0",21,"0,6","8,3",,
626,"16,5","0,0","13,1","19,9",14,"1,1","10,8",,
3,"22,6","1,2","19,4","25,9",19,"1,7","8,6","1014,1","1010,5"
513,"17,5","0,0","13,4","21,6",22,"2,8","8,9","955,5","949,9"
2,"23,2","0,0","21,3","25,0",99,"2,8","5,0","1015,1","1009,4"
690,"17,6","0,5","14,0","21,2",26,"3,1","6,7","936,4","932,5"
575,"20,5","0,0","13,9","27,1",25,"1,1","6,1",,
28,,"0,0",,,,,,,
240,"18,2","6,6","17,1","19,4",13,"0,8","7,8",,
1005,"14,8","0,0","12,2","17,5",20,"1,4","7,2",,
1004,"14,9","0,2","12,5","17,3",12,"1,7","8,3","902,9","899,5"
8,"21,2","0,1","17,0","25,5",21,"4,4","10,8","1014,3","1010,7"
90,"22,4","0,0","16,9","27,8",21,"1,1","5,8","1004,7","999,1"
677,"17,0",,"13,4","20,6",23,"0,8","4,4",,
255,"18,6","14,7","16,4","20,8",99,"3,9","13,3","981,9","969,6"
87,"22,6","0,0","17,4","27,9",25,"1,7","6,1","1005,3","999,7"
75,"23,4","0,0","17,6","29,1",,,,"1006,0","1001,7"
381,"21,2","0,0","17,5","24,9",21,"3,6","9,7","971,4","965,0"
408,"21,4","0,0","17,2","25,6",15,"0,8","5,6","968,0","963,1"
55,,"0,0",,,33,"1,4","8,1",,
3,,"0,0",,,28,"2,2","4,4","1014,2","1010,3"
313,"19,0","0,0","15,6","22,4",10,"2,2","10,0","978,7","971,4"
21,"23,8","0,0","21,1","26,5",19,"2,8","10,8","1012,7","1007,8"
91,"19,4","11,3","16,1","22,7",12,"2,2","9,7","1004,6","1002,3"
4,"19,0","10,0","17,3","20,7",03,"4,7","11,4","1014,1","1011,0"
250,"18,7","0,0","14,0","23,4",16,"5,3","14,7","983,3","977,0"
26,"23,0","0,0","19,2","26,9",14,"1,7","5,3","1010,7","1006,7"
1161,"15,8","0,0","10,2","21,5",10,"0,3","4,7",,
62,"25,8","0,0","22,7","28,9",33,"0,8","4,7","1009,8","1005,3"
763,"16,4","0,1","13,6","19,3",27,"1,4","9,2","927,8","923,9"
6,,"0,0",,,08,"1,9","7,8",,
1798,"10,7","0,8","8,5","12,9",16,"4,2","19,2","820,1","817,2"
902,"17,4","0,0","12,9","21,9",20,"1,1","4,7","912,7","909,3"
312,"22,4","0,0","16,7","28,1",21,"0,6","5,0",,
3,"19,2","0,0","13,3","25,0",99,"2,5","13,3","1011,5","1004,0"
700,"19,5","0,2","15,6","23,4",20,"1,4","6,1","935,3","931,5"
100,,"0,1",,,13,"4,7","9,4",,
1008,"15,8","0,0","12,7","19,0",21,"2,2","8,3","901,6","896,6"
540,"19,4","0,0","15,4","23,3",22,"0,8","5,3",,
775,"16,8","0,1","13,2","20,5",18,"1,1","8,1","926,4","920,1"
32,"26,3","0,0","24,3","28,3",36,"1,7","7,8","1013,8","1009,5"
24,"26,5","0,0","23,1","29,9",99,"3,3","8,3","1011,7","1007,3"
891,"15,4","0,4","12,8","18,1",99,"3,6","8,9","913,2","909,0"
408,"17,3","0,6","15,5","19,1",,,,,
202,"22,0","0,0","16,9","27,1",28,"1,1","6,1","992,0","987,1"
1532,"10,8","0,2","9,5","12,0",12,"2,8","9,2","847,3","844,1"
913,"16,4","0,0","11,4","21,4",24,"1,4","5,6","913,4","908,9"
1030,"14,6","0,1","12,0","17,1",14,"0,6","5,6","901,6","898,5"
550,"18,2","0,0","12,2","24,2",25,"1,1","6,1","952,2","947,0"
884,"16,6","0,0","12,5","20,7",99,"0,8","7,8","914,8","911,6"
674,"19,8","0,0","16,1","23,5",26,"0,3","5,6","939,5","936,4"
370,"16,6","6,8","15,6","17,7",99,"2,5","10,3","968,9","957,9"
880,"19,2","0,0","14,7","23,6",34,"2,8","7,5","915,5","912,5"
655,"19,1","0,0","14,6","23,6",21,"5,0","12,8","941,0","935,1"
790,"16,4","0,2","13,5","19,2",22,"0,8","6,4","924,8","920,3"
415,"18,2","0,5","15,3","21,1",12,"1,4","8,3",,
6,"19,2","0,5","17,4","20,9",08,"4,2","8,9",,
758,"17,2","0,2","12,1","22,4",24,"3,1","9,4","928,7","925,9"
1030,"15,1","12,0","13,5","16,7",16,"6,1","11,1",,
664,,"0,3",,,24,"1,9","7,8",,
230,"18,4","8,0","16,8","20,1",17,"10,8","29,2","983,3","969,2"
27,"22,3","0,0","16,6","28,0",99,"2,8","7,8","1012,6","1006,6"
656,"17,2","0,8","14,6","19,7",22,"1,9","6,7","938,9","932,6"
917,,"0,6",,,24,"0,8","7,8",,
1960,"8,8","4,8","5,3","12,2",18,"5,6","20,6","803,6","799,1"
93,"20,2",,"15,6","24,9",20,"3,3","11,4",,
57,"22,3","4,3","20,3","24,3",21,"2,5","8,9",,
300,"21,7","0,0","16,2","27,2",,,,"980,0","974,8"
734,"16,7","1,2","13,7","19,7",22,"1,9","5,3","930,5","925,3"
6,"21,6","0,0","16,7","26,4",20,"4,4","9,2","1012,4","1009,0"
790,"16,6","0,4","12,3","21,0",99,"2,8","9,7","924,2","917,9"
1081,"15,1","0,4","12,2","18,0",20,"1,9","7,2","893,0","889,8"
81,"23,1","0,0","17,8","28,4",12,"1,7","6,7","1004,8","1001,1"
4,"22,6","0,0","17,5","27,7",99,"3,1","6,7","1014,3","1010,3"
26,"17,7","0,0","13,2","22,2",09,"1,1","4,7","1008,2","999,4"
119,"19,4","0,0","14,0","24,9",,,,"999,4","992,9"
50,"19,5","5,2","17,5","21,5",17,"9,4","20,6",,
265,"23,0","0,0","16,6","29,5",14,"1,1","4,7",,
295,"18,6","0,2","15,0","22,1",09,"3,1","10,8","979,6","975,2"
1130,"14,9","0,0","12,1","17,7",13,"1,7","10,8","888,0","883,1"
626,"19,5","0,0","15,8","23,2",25,"1,1","7,8","943,6","939,4"
1699,"11,1","0,0","7,7","14,5",20,"1,4","6,9","830,1","827,4"
609,"18,1","0,4","14,8","21,4",23,"3,1","13,3","948,0","944,1"
11,"24,2","0,0","20,0","28,4",,,,,
760,"19,8","0,0","14,4","25,3",32,"0,8","5,8",,
15,"27,4","0,0","25,4","29,5",,,,"1015,1","1010,5"
442,"17,1","0,8","15,4","18,8",22,"1,9","9,2","960,5","950,8"
43,"22,7","0,0","17,4","28,0",,"2,5",,"1010,6","1006,6"
949,"17,4","0,0","13,9","20,9",29,"1,4","5,8","908,3","905,3"
532,"16,3","0,2","14,2","18,4",22,"0,8","3,6","950,5","942,4"
34,"23,9","0,0","19,9","27,9",24,"3,1","8,9","1011,6","1006,0"
2369,"14,2","0,0","10,8","17,5",35,"8,6","15,3","774,0","770,5"
692,,"0,3",,,26,"1,4","5,3","938,9","938,7"
1530,"10,4","0,0","8,9","12,0",14,"3,9","11,4","846,2","839,9"
394,"18,4",Ip,"14,5","22,4",16,"3,3","7,5","969,6","963,0"
90,,"5,4",,,13,"5,3","15,0","1000,1","989,7"
667,"17,4",,"14,9","20,0",22,"1,7","7,5","938,5","934,6"
1510,"11,2",,"9,0","13,4",18,"4,7","17,2","848,0","843,3"
185,"20,6","0,0","16,4","24,9",18,"0,8","7,2","992,6","985,3"
6,"23,2","0,0","19,1","27,3",27,"3,9","7,8","1013,8","1010,0"
567,"20,2","0,0","13,6","26,8",99,"2,2","6,1","950,6","946,0"
87,"22,8","0,0","19,9","25,8",12,"1,9","4,7","1005,4","1000,5"
450,"17,3","0,0","13,8","20,8",,,,,
208,"17,8","0,1","12,5","23,2",,,,"988,4","982,3"
769,"15,4",,"12,8","17,9",20,"2,2","10,3","926,7","919,6"
115,"24,1","0,0","19,8","28,4",20,"3,9","11,1","1001,5","997,8"
410,"24,2","1,8","17,7","30,8",20,"4,2","15,8","963,8","960,6"
808,"21,1","0,0","15,5","26,7",22,"5,8","16,1","918,9","914,2"
582,"20,0","0,0","12,6","27,5",22,"2,2","13,1","944,1","938,2"
17,"23,3","0,0","20,3","26,3",21,"3,6","8,3","1010,4","1006,5"
88,"22,2","0,0","16,6","27,7",36,"1,4","5,3","1001,8","997,3"
715,"18,0","1,2","14,5","21,5",19,"3,9","20,8","926,3","918,3"
874,"18,2","1,4","13,6","22,8",19,"8,3","20,6",,
43,"22,1","0,0","18,3","25,9",30,"1,7","5,0","1006,7","1002,4"
25,"26,4","0,0","23,8","29,1",30,"4,2","13,9","1011,6","1007,8"
1893,"9,4","36,4","8,7","10,2",18,"8,6","26,1","808,7","802,9"
870,"18,6","12,7","15,0","22,2",18,"8,1","26,4","910,1","899,1"
1220,"14,7","0,0","11,5","17,9",,,,,
334,"19,6","0,0","12,4","26,9",16,"1,7","7,8",,
273,"22,6","4,2","19,1","26,1",22,"3,9","15,3","976,8","972,6"
98,"21,4","11,0","18,6","24,3",15,"8,1","21,7","986,8","974,0"
127,"20,3","0,1","15,8","24,8",13,"5,8","13,9","987,7","974,3"
71,"20,6","0,0","16,7","24,5",01,"1,9","11,4","1003,2","998,5"
632,"21,7","0,0","18,4","25,0",28,"4,4","11,4","946,2","943,2"
249,"20,8","1,0","16,5","25,0",11,"5,6","13,1","981,2","975,1"
36,"26,7","0,0","24,1","29,3",,,,"1011,0","1007,3"
3,"21,4","0,0","17,5","25,4",25,"2,5","13,9","1011,0","1008,2"
15,"21,2","0,0","15,1","27,3",24,"1,9","8,9","1010,3","1006,1"
28,"23,8","1,2","20,6","27,1",19,"3,6","13,3","1008,1","1004,7"
1140,"15,2","29,6","12,3","18,2",21,"6,1","28,9","881,7","872,1"
513,"22,5","2,6","17,2","27,8",21,"5,0","18,3","951,0","946,0"
580,"20,9","0,0","16,3","25,5",17,"5,6","22,8","942,5","933,1"
143,"20,2","0,0","13,1","27,4",20,"5,6","13,3","996,5","992,1"
607,"20,0","0,8","14,6","25,4",20,"5,8","19,2","941,1","935,1"
32,"24,2","7,0","21,0","27,5",24,"4,7","11,7",,
50,"21,4","0,0","16,8","25,9",13,"1,7","7,5","1006,3","1001,5"
40,"22,1","0,4","15,0","29,2",22,"2,5","17,5",,
1131,"14,4","0,0","11,0","17,9",09,"3,1","8,9","887,1","883,4"
8,,"0,0",,,09,"1,1","4,7","1010,7","1008,4"
770,"21,4","12,6","16,4","26,3",,,,"924,1","920,9"
10,"21,6","0,0","17,2","26,1",10,"3,9","11,9","1001,9","988,7"
62,"23,3","0,0","17,2","29,4",08,"2,2","6,7","1004,6","1000,7"
186,"19,4",Ip,"14,4","24,4",05,"1,9","5,8","989,1","983,9"
690,"21,0","1,8","15,7","26,3",23,"5,6","19,4","932,1","927,8"
372,"21,0","3,6","16,4","25,7",22,"2,8","15,3",,
291,"20,0","0,0","15,4","24,5",19,"1,4","6,4","978,9","974,7"
992,"15,3","16,2","11,9","18,7",10,"0,6","17,8","900,8","895,7"
130,,"4,6",,,,,,"996,2","992,6"
54,"23,0","0,0","19,2","26,9",10,"2,8","6,9","1005,3","1003,2"
25,"25,0","0,0","22,3","27,8",20,"1,7","4,2","1011,7","1008,8"
720,"19,5","5,8","14,5","24,5",99,"3,6","18,9",,
186,"22,6","0,8","19,3","25,9",22,"5,0","12,8","990,1","987,1"
605,"20,0","0,0","14,4","25,7",11,"1,1","6,4","943,6","940,1"
74,"20,8",,"15,7","25,8",19,"0,8","6,9",,
45,"25,9","1,8","22,7","29,1",13,"5,0","19,2",,
5,"22,4","0,5","17,2","27,7",,,,"1002,0","988,5"
650,"22,9","3,1","18,0","27,8",26,"5,6","18,6",,
8,,"0,0",,,26,"1,1","10,3","1010,4","1007,2"
840,"16,4","24,6","15,2","17,6",14,"5,8","18,3","910,2","900,5"
400,"17,8","27,3","16,8","18,9",18,"1,1","8,6",,
466,"21,1","0,0","16,1","26,1",17,"3,3","15,3","958,1","953,1"
14,,"0,0",,,,"2,5",,"1012,8","1009,0"
1080,"16,2","10,8","11,9","20,6",14,"3,6","14,4","890,2","884,1"
687,"22,4",Ip,"16,7","28,2",,,,"933,6","931,9"
779,"20,4","0,0","14,4","26,3",24,"1,7","10,3","923,9","918,9"
643,"20,5","0,0","11,7","29,3",23,"1,9","11,4","939,2","935,8"
862,"21,6","2,0","16,3","26,9",22,"3,3","15,8","914,8","911,8"
1480,"11,4","67,8","10,4","12,5",18,"8,9","28,9",,
52,"25,5","0,0","22,3","28,7",19,"7,5","21,1","997,5","986,3"
21,"23,2","0,0","19,3","27,2",99,"3,1","5,8","1008,8","1006,3"
4,"25,8","1,7","23,0","28,6",20,"5,3","18,6","1006,1","996,7"
183,"22,3","0,0","17,5","27,1",20,"2,2","15,3",,
1450,"13,1","12,8","11,2","15,0",17,"6,7","18,9",,
19,"22,2","0,0","19,4","25,1",25,"0,8","7,5","1010,9","1008,8"
675,"17,2",,"13,0","21,4",,,,,
12,"21,7","0,0","17,8","25,6",10,"1,4","6,1",,
804,"21,4","5,3","16,0","26,8",21,"5,3","17,2",,
38,"23,4","0,0","18,5","28,2",19,"5,0","14,7","998,7","986,2"
52,"24,0","0,0","19,1","28,9",25,"2,2","7,5","1005,8","1002,9"
15,,"0,0",,,32,"2,2","6,7","1013,0","1009,4"
10,"25,3",,"22,3","28,3",28,"3,3","6,4",,
60,"22,6","0,0","18,0","27,2",26,"3,3","24,4","994,4","981,3"
447,"21,6","2,2","18,3","24,9",19,"5,3","19,2","958,2","954,4"
228,"22,5","1,0","18,6","26,4",14,"5,6","16,4",,
459,"21,4","1,2","17,3","25,5",17,"6,9","20,6","957,7","950,5"
146,"21,1","7,8","19,5","22,7",15,"3,6","16,1",,
546,"18,8","0,8","14,3","23,3",10,"5,3","11,4","948,6","943,6"
51,"25,5","0,0","22,5","28,5",19,"8,1","22,5","997,5","986,3"
1025,"17,7","7,0","14,1","21,3",16,"2,2","11,9","896,6","891,9"
444,"19,3","37,6","17,1","21,5",16,"7,2","20,0","955,7","950,7"
680,"18,0","8,0","16,5","19,6",19,"6,7","19,4","929,5","923,3"
17,"22,8","0,0","18,3","27,3",20,"0,3","7,8",,
580,"22,8","1,0","17,9","27,6",14,"2,5","15,3","945,2","942,1"
18,"23,3","8,0","20,6","26,0",23,"6,9","16,4","1008,0","1004,1"
33,"24,8","0,0","22,1","27,5",02,"2,2","9,2","1010,6","1006,9"
353,"18,6","1,4","14,1","23,0",11,"7,8","18,1","967,6","959,8"
42,"25,0","1,0","21,0","29,1",12,"7,2","17,5","1001,7","991,5"
727,"20,2","2,2","15,9","24,6",99,"5,3","14,7","927,8","922,4"
572,"19,0","28,8","16,7","21,4",21,"5,0","21,4","944,6","941,0"
662,"21,6","0,0","15,8","27,4",24,"4,4","16,7","936,3","932,1"
640,"19,5","0,0","11,4","27,6",22,"2,8","9,4","939,8","936,7"
807,"16,0","0,8","10,9","21,2",16,"1,4","5,3",,
56,"22,6","0,0","18,6","26,5",02,"3,1","6,7","1004,6","1000,5"
620,"20,9","3,0","16,2","25,6",24,"5,6","18,1","940,0","934,5"
4,"20,4","0,0","15,4","25,5",,,,,
258,"21,1","1,4","16,5","25,7",14,"4,2","12,2","981,1","975,5"
4,"25,8","2,0","23,0","28,6",20,"7,2","18,6","1006,1","996,7"
40,"22,3","0,2","16,4","28,2",16,"1,9","6,7","1008,9","1005,5"
3,"24,4","10,5","21,1","27,8",21,"5,6","11,1","1009,8","1005,1"
551,"22,0","3,2","17,5","26,5",18,"5,8","16,4","946,9","943,9"
1020,"14,0","19,9","12,1","16,0",19,"5,0","14,7","893,4","884,1"
820,"18,6","0,8","13,0","24,2",16,"2,8","15,0",,
64,"25,0","0,0","20,5","29,5",99,"2,8","7,2","1006,8","1003,0"
630,"20,0",,"16,1","23,8",17,"2,2","13,6",,
23,,"0,0",,,,,,,
846,"18,8","5,9","14,3","23,3",20,"6,7","20,0","913,1","906,2"
513,"20,1","0,4","14,5","25,7",99,"5,0","16,1","950,2","941,5"
90,"24,7","2,3","21,3","28,1",25,"3,6","15,8",,
580,"22,4","2,7","15,4","29,3",,,,,
869,,"0,0",,,34,"0,6","11,9","914,6","912,0"
41,"23,1","5,5","21,0","25,2",22,"6,4","14,7","1006,1","1002,2"
490,"19,4","0,0","12,9","25,8",16,"1,4","9,2",,
113,"20,6","36,6","17,4","23,8",12,"4,7","21,4","985,7","975,8"
702,"20,8",Ip,"14,2","27,4",16,"4,7","10,0","932,3","928,5"
912,"16,2","2,9","13,4","19,1",21,"8,1","19,2","905,1","895,7"
572,"20,7","1,8","17,3","24,1",12,"4,4","13,9",,
15,"26,4","0,0","24,4","28,3",32,"1,7","8,1","1014,4","1011,2"
11,"22,8","0,0","19,5","26,1",12,"1,4","5,3",,
750,"20,7","1,6","15,7","25,7",21,"5,6","25,6","925,6","922,9"
850,"16,2","20,2","13,5","18,9",18,"6,4","21,7","911,3","902,8"
830,"18,3","4,8","13,7","22,9",,,,"916,0","907,8"
1062,"16,3","2,0","10,2","22,4",19,"1,7","12,5","893,2","888,7"
