altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,presMax,presMin
57,"21,4","10,6","18,5","24,3",17,"6,1","18,6","991,4","978,4"
157,"21,0","0,0","13,5","28,4",18,"2,2","8,3",,
616,"17,3","20,1","15,3","19,3",14,"5,6","15,6",,
269,"21,6","15,6","18,0","25,1",15,"3,9","14,7","977,7","972,0"
100,"19,8","27,3","17,1","22,4",29,"3,3","13,6",,
626,"19,6","4,2","15,8","23,4",99,"5,3","16,1",,
3,"23,6","0,0","20,0","27,3",19,"0,6","4,2","1011,8","1008,1"
513,"19,5","0,2","13,5","25,5",99,"5,0","16,1","950,6","942,3"
2,"23,2","4,2","21,5","25,0",14,"6,4","14,4","1011,2","1007,6"
690,"19,5","2,2","15,0","24,0",19,"6,1","19,2","932,5","926,8"
575,"18,8","0,0","11,3","26,3",20,"1,9","8,1",,
28,,"1,3",,,,,,,
240,"19,2","32,1","17,3","21,0",27,"3,1","14,2",,
1005,"17,6","2,8","12,6","22,5",19,"3,3","14,2",,
1004,"16,4","7,4","13,8","19,0",20,"3,9","15,6","899,5","894,2"
8,"21,8","0,0","16,8","26,8",22,"2,5","7,8","1011,9","1008,2"
90,"25,2","8,6","18,6","31,7",24,"5,8","18,9","999,6","995,8"
677,"18,0",,"12,4","23,5",23,"0,6","5,0",,
255,"19,4","60,0","16,7","22,1",16,"8,6","19,7","970,5","961,1"
87,"24,2","3,5","19,5","29,0",23,"3,3","14,7","1000,7","997,8"
75,"22,6","0,0","15,5","29,6",,,,"1003,1","999,5"
381,"20,8","18,0","17,5","24,2",24,"6,1","19,7","965,3","961,1"
408,"23,8","0,3","20,3","27,2",15,"3,1","13,6","963,9","960,8"
55,,"0,0",,,30,"4,2","8,9",,
3,,"0,0",,,30,"2,2","6,1","1011,7","1008,9"
313,"20,8","9,6","17,9","23,7",15,"7,2","17,5","971,4","965,8"
21,"23,7","8,5","20,4","27,0",22,"6,4","16,9","1008,4","1005,1"
91,"22,4","0,0","20,5","24,2",16,"3,1","9,2","1002,8","999,2"
4,"20,6","0,0","16,6","24,7",35,"2,8","6,7","1011,6","1007,3"
250,"23,2",Ip,"20,0","26,3",17,"14,7","26,4","977,0","968,1"
26,"22,6","0,0","19,0","26,3",16,"1,7","5,8","1007,9","1005,1"
1161,"17,5","4,4","12,1","22,9",23,"0,8","7,8",,
62,"25,6","0,0","22,8","28,3",99,"1,9","6,9","1008,1","1004,9"
763,"18,3","2,6","14,8","21,8",22,"1,7","12,5","924,1","918,2"
6,,"0,0",,,09,"3,6","10,3",,
1798,"11,2","19,4","9,5","13,0",12,"8,3","30,3","817,2","811,0"
902,"18,2","0,4","11,5","24,8",16,"2,5","11,1","910,7","906,5"
312,"22,2","0,0","15,0","29,3",19,"0,6","7,2",,
3,"26,5","0,2","23,0","30,0",19,"7,2","24,2","1004,0","992,9"
700,"22,4","0,4","17,1","27,7",19,"3,1","14,4","931,5","927,8"
100,,"1,4",,,14,"5,3","14,4",,
1008,"18,8","0,8","16,3","21,3",18,"7,8","20,6","896,6","891,6"
540,"22,0","7,7","16,9","27,0",22,"3,3","11,9",,
775,"19,2","0,0","15,3","23,1",12,"4,4","18,6","920,1","913,5"
32,"26,0","0,0","23,1","28,9",33,"5,8","12,5","1012,0","1008,3"
24,"25,3","0,0","21,3","29,3",02,"6,1","12,5","1010,0","1006,8"
891,"19,0","5,0","14,5","23,4",17,"8,1","20,0","909,0","901,5"
408,"20,0",Ip,"15,9","24,1",,,,,
728,"21,0","0,6","14,5","27,5",,,,"929,2","925,0"
334,"20,6",,"16,2","25,1",,,,,
202,"24,2","0,0","16,8","31,7",29,"3,6","13,6","987,1","983,3"
1532,"11,0","8,4","9,6","12,4",10,"5,3","16,1","844,2","838,9"
913,"18,6","11,8","14,8","22,4",27,"1,7","10,0","909,4","907,1"
1030,"16,8","7,2","13,7","19,9",18,"3,3","12,2","898,7","892,8"
550,"19,0","26,1","16,5","21,6",22,"1,7","11,4","947,1","944,3"
884,"18,0","0,0","11,3","24,7",17,"2,8","9,4","912,4","907,5"
674,"21,5","0,0","15,8","27,2",24,"1,1","6,7","936,8","932,9"
370,"18,0","23,8","16,5","19,4",20,"6,4","16,9","958,0","947,0"
880,"20,2","0,0","13,1","27,4",17,"4,2","9,4","912,9","909,5"
655,"19,0","6,0","16,6","21,5",21,"7,8","18,9","935,4","932,1"
790,"19,2","0,0","13,8","24,5",18,"1,9","12,8","920,3","913,9"
415,"21,2","10,2","17,9","24,5",16,"1,9","11,9",,
6,"20,6","0,0","17,3","24,0",21,"1,9","7,5",,
758,"18,4","0,0","10,9","25,9",14,"2,8","8,1","926,8","922,9"
1030,"17,4","0,1","14,5","20,2",20,"5,6","12,5",,
664,,"1,6",,,22,"1,7","14,7",,
230,"18,8","21,6","16,3","21,3",17,"16,7","39,4","970,7","957,6"
27,"24,3","9,5","20,1","28,5",99,"7,2","16,1","1008,3","1004,9"
656,"18,9","0,8","14,6","23,2",21,"3,3","12,5","932,6","925,3"
917,"17,8","9,3","14,5","21,0",09,"1,4","15,8",,
1960,"10,0","94,6","8,8","11,2",22,"12,5","31,7","799,6","794,0"
93,"24,6",,"22,1","27,1",99,"3,6","14,7",,
57,"23,8","0,0","20,9","26,8",20,"4,2","10,8",,
300,"21,2","0,0","15,3","27,1",,,,"977,2","973,3"
734,"19,8","3,8","15,1","24,4",21,"2,5","14,2","925,3","918,0"
6,"23,2","0,0","18,2","28,1",11,"2,5","7,2","1010,0","1006,0"
790,"19,2","0,2","13,5","24,8",22,"10,8","21,1","917,9","911,4"
1081,"17,0","1,0","11,7","22,4",23,"3,3","13,9","889,9","883,9"
81,"22,0","0,0","17,5","26,6",14,"1,4","4,2","1002,1","999,2"
4,"21,1","0,0","16,5","25,7",13,"2,2","5,0","1011,6","1008,4"
26,"21,2","0,0","15,3","27,0",22,"3,3","11,4","999,4","986,0"
119,"24,1","3,3","20,6","27,6",,,,"993,0","982,9"
50,"19,4","18,4","16,7","22,1",19,"13,1","21,7",,
265,"21,6","0,0","15,1","28,2",13,"3,3","9,7",,
295,"20,6","6,6","16,6","24,6",09,"10,0","18,1","975,6","968,9"
1130,"15,9","0,2","14,0","17,8",20,"4,7","18,6","883,2","877,6"
626,"22,2","1,0","16,5","27,8",25,"2,8","18,3","939,4","935,5"
1699,"12,0","1,0","7,3","16,7",17,"1,7","11,7","828,2","825,9"
609,"20,2","1,7","15,0","25,4",19,"5,3","16,1","944,2","938,4"
11,"22,8","0,0","19,5","26,2",,,,,
760,"22,9","0,8","16,5","29,3",28,"1,7","11,4",,
15,"26,8","0,0","23,5","30,2",,,,"1013,2","1009,5"
442,"20,2","6,4","17,2","23,2",20,"3,9","14,4","950,8","939,8"
43,"21,6","0,0","17,7","25,6",10,"2,2","5,8","1008,0","1005,0"
949,"18,6","0,8","12,9","24,4",25,"2,5","11,4","905,4","901,3"
532,"18,8","16,6","15,1","22,5",12,"3,3","12,2","942,4","931,9"
34,"23,0","14,8","18,8","27,1",21,"5,6","17,5","1006,8","1003,9"
2369,"13,8","0,0","10,4","17,3",31,"6,4","13,6","771,2","769,1"
692,,"5,1",,,24,"3,6","12,8","938,9","938,7"
1530,"12,2","35,4","10,4","14,1",14,"10,8","27,8","839,9","830,1"
394,"20,0","13,2","17,6","22,3",17,"7,5","18,9","963,0","957,9"
90,,"4,4",,,26,"7,8","28,9","989,7","975,0"
667,"19,4",,"15,7","23,2",22,"2,8","15,0","934,6","929,2"
1510,"12,0",,"10,2","13,9",24,"5,8","31,9","843,3","833,7"
185,"21,8","13,2","18,6","25,0",19,"5,0","13,9","985,5","981,1"
6,"22,8","0,0","19,2","26,3",23,"3,1","10,3","1010,6","1008,6"
567,"21,8","1,3","14,8","28,8",25,"4,7","14,4","946,8","944,5"
87,"22,2","0,0","19,5","24,9",21,"1,7","8,9","1002,1","999,4"
450,"20,8","0,0","16,4","25,1",,,,,
208,"23,3","1,4","18,9","27,7",,,,"982,3","971,6"
531,"22,0","4,0","16,9","27,1",,,,,
769,"18,0",,"15,7","20,2",16,"5,8","17,8","919,7","913,2"
115,"22,9","0,4","19,5","26,3",12,"2,8","7,5","1004,2","1000,7"
410,"20,4","1,6","16,6","24,2",22,"3,6","11,1","966,6","963,6"
808,"18,2","0,8","14,9","21,6",25,"3,9","13,9","917,9","914,2"
582,"21,2","0,0","17,9","24,4",25,"4,7","17,5","940,0","937,0"
17,"24,8","0,0","22,1","27,6",27,"4,4","13,6","1006,6","1003,4"
88,"22,4","0,0","15,7","29,2",24,"3,3","15,6","998,9","996,2"
715,"16,0","13,8","13,4","18,7",22,"4,4","16,4","925,2","919,0"
874,"15,2","8,4","11,6","18,9",21,"10,0","16,1",,
43,"24,6","0,0","18,6","30,7",28,"4,2","12,2","1002,4","998,8"
25,"24,8","0,0","22,5","27,0",99,"4,2","8,3","1014,4","1011,0"
1893,"8,8","17,0","7,1","10,5",22,"6,1","18,6","807,1","802,2"
870,"16,2","4,4","12,7","19,7",17,"5,0","25,3","906,1","899,5"
1220,"17,0","0,0","13,8","20,1",,,,,
334,"21,2","0,0","15,0","27,5",25,"3,3","12,8",,
273,"19,8","3,2","17,3","22,3",24,"2,8","14,4","980,0","975,7"
98,"18,2","30,1","15,4","21,1",20,"6,1","19,7","990,7","982,1"
127,"19,2",Ip,"14,4","23,9",99,"4,4","18,1","985,5","977,2"
71,"21,4","0,0","16,3","26,6",22,"2,8","9,2","998,7","994,0"
632,"20,2","0,0","17,7","22,8",99,"3,6","7,2","948,7","945,2"
249,"22,8",Ip,"18,0","27,6",27,"4,7","15,6","976,0","973,2"
36,"24,9","0,0","22,7","27,1",,,,"1013,8","1010,1"
3,"22,6","0,0","20,6","24,7",28,"9,2","19,2","1011,7","1008,2"
15,"22,3","0,0","15,5","29,1",99,"1,9","6,4","1007,3","1005,1"
28,"22,8","0,0","21,1","24,5",22,"4,2","11,1","1011,0","1007,2"
1140,"13,2","25,8","9,9","16,5",21,"5,8","23,3","877,8","872,1"
513,"19,3","2,8","15,8","22,8",27,"5,8","13,9","951,0","946,6"
580,"19,8","0,0","17,0","22,7",18,"4,7","25,0","938,3","932,5"
143,"23,3","0,0","16,6","30,0",20,"3,1","12,5","992,3","985,8"
607,"19,2","0,0","15,8","22,5",24,"8,3","16,1","939,4","934,0"
32,"21,4","5,2","19,2","23,7",27,"5,0","11,4",,
50,"23,0","0,0","16,8","29,2",35,"1,9","4,7","1001,5","997,2"
40,"18,8","6,8","15,1","22,5",19,"5,3","18,3",,
1131,"18,4","0,0","14,0","22,7",23,"3,1","16,9","883,4","880,2"
8,,"0,0",,,11,"1,7","9,7","1013,1","1009,4"
770,"16,8","11,2","14,8","18,7",,,,"925,5","922,4"
10,"21,6","0,2","18,3","24,8",10,"1,9","13,6","999,0","989,5"
62,"24,2","0,0","16,5","31,9",27,"2,8","10,6","1002,7","999,4"
186,"21,9","0,2","16,5","27,3",28,"1,9","9,7","983,9","980,2"
690,"19,2","0,0","15,8","22,5",27,"5,0","15,0","931,9","928,3"
372,"19,7","9,2","16,4","23,0",28,"4,7","14,2",,
291,"21,6","0,0","17,1","26,0",27,"2,5","10,8","974,7","969,4"
992,"14,6","51,0","12,7","16,6",08,"1,7","15,6","896,2","892,1"
130,,"0,0",,,,,,"998,9","995,9"
54,"25,1","0,0","20,0","30,2",21,"3,1","10,8","1007,7","1004,2"
25,"25,2","0,0","22,4","27,9",16,"1,1","3,6","1014,2","1010,9"
720,"16,8","5,0","13,7","20,0",20,"6,1","17,8",,
186,"21,7","0,0","18,9","24,5",22,"4,7","11,1","992,6","989,3"
605,"20,8","0,0","17,0","24,6",20,"2,8","12,8","942,7","940,2"
74,"23,2",,"18,8","27,5",20,"1,1","8,9",,
450,"21,2","0,0","18,5","23,8",,,,,
45,"22,2","0,6","19,3","25,0",19,"2,2","18,9",,
5,"21,0","2,3","16,9","25,1",,,,"998,9","991,0"
650,"18,2","2,0","15,9","20,4",28,"5,6","14,4",,
8,,"0,0",,,27,"5,3","13,6","1012,0","1008,1"
840,"14,7","22,6","11,5","17,9",27,"3,3","13,9","911,0","904,3"
400,"15,8","40,4","13,4","18,2",27,"0,6","9,7",,
466,"22,2","0,0","17,6","26,7",26,"2,8","12,8","953,7","951,0"
14,"24,8","0,0","21,6","28,0",33,"3,9","10,8","1015,5","1011,9"
1080,"15,8","6,0","12,6","18,9",28,"5,0","15,0","887,5","883,5"
687,"19,6",Ip,"15,0","24,2",24,"3,3","9,2","935,5","933,1"
779,"18,8","0,0","15,7","21,8",24,"4,4","14,7","919,5","917,8"
643,"21,2","0,0","14,7","27,7",23,"1,7","12,5","938,1","935,6"
862,"17,0","1,0","14,6","19,4",23,"3,3","13,6","915,9","913,3"
1480,"10,0","12,1","7,3","12,8",21,"5,0","17,2",,
52,"21,8",Ip,"19,4","24,2",22,"2,8","18,1","994,9","987,8"
21,"23,4","0,0","20,9","25,9",25,"10,6","19,7","1009,1","1005,5"
4,"22,8",Ip,"18,8","26,7",20,"4,4","16,4","1001,5","996,1"
183,"20,7","0,0","15,2","26,2",23,"1,9","11,4",,
1450,"12,8","23,8","10,1","15,6",18,"2,8","11,7",,
19,"24,2","0,0","20,7","27,7",27,"4,4","14,2","1013,3","1009,9"
675,"17,4",,"12,0","22,8",,,,,
12,,"0,0",,,21,"1,7","9,2",,
804,"17,4","0,0","14,4","20,5",18,"8,3","14,2",,
38,"22,0","0,0","18,2","25,9",31,"1,1","8,1","996,0","986,9"
52,"23,6","0,0","20,2","27,1",99,"2,2","8,3","1008,3","1005,6"
15,,"0,0",,,99,"1,7","4,2","1015,9","1012,0"
10,"24,8",,"21,7","27,8",12,"2,5","5,3",,
60,"20,4","0,2","16,9","23,8",27,"9,7","35,0","992,2","983,2"
447,"19,4","8,2","17,3","21,6",22,"2,5","14,7","960,3","956,4"
228,"19,9","4,2","17,0","22,8",22,"2,5","11,1",,
459,"21,6","0,0","17,6","25,6",17,"4,7","18,6","952,8","948,9"
146,"18,4","23,0","15,0","21,7",26,"2,2","10,3",,
546,"20,2","2,0","16,5","23,9",08,"1,7","7,5","943,7","940,0"
51,"21,8",Ip,"19,0","24,6",19,"3,6","20,6","994,3","986,1"
1025,"15,7","8,4","13,9","17,5",14,"2,8","10,6","892,1","888,6"
444,"18,3","10,8","16,3","20,3",21,"4,4","19,4","959,2","953,0"
680,"17,2","21,4","14,1","20,4",22,"4,4","14,7","931,3","925,0"
17,"24,0","0,0","20,8","27,1",19,"2,2","9,7",,
580,"20,0","0,0","16,9","23,1",24,"3,1","13,6","947,8","944,6"
18,"22,6",Ip,"19,9","25,2",22,"5,0","12,2","1011,0","1007,4"
33,"24,1","0,0","21,5","26,7",99,"2,2","5,0","1013,4","1009,6"
353,"20,0",Ip,"15,6","24,4",27,"2,2","8,9","962,8","959,0"
42,"24,5","0,1","21,3","27,7",99,"5,6","17,5","997,1","991,4"
727,"18,2","3,8","15,1","21,4",24,"6,1","15,8","926,3","922,5"
572,"18,0","8,8","15,9","20,2",21,"3,3","13,1","947,4","944,1"
662,"18,4","2,6","15,5","21,4",25,"3,1","12,2","936,6","932,9"
640,"20,8","0,0","16,3","25,4",25,"4,2","15,8","938,3","936,0"
807,"17,3","1,0","14,0","20,6",25,"2,2","9,2",,
56,"23,1","0,0","17,5","28,7",99,"5,6","16,1","1001,1","998,6"
620,"19,5","4,0","16,3","22,7",26,"6,9","16,1","939,2","934,8"
4,"23,1","0,0","16,2","30,0",,,,,
258,"23,3","0,6","18,4","28,2",28,"2,5","13,1","976,0","973,3"
4,"22,8","0,2","18,9","26,7",20,"4,4","16,4","1001,5","996,1"
40,"22,8","0,0","17,7","28,0",24,"2,8","13,9","1005,6","1001,4"
3,"23,5","0,3","19,5","27,5",25,"2,5","9,7","1012,8","1009,3"
551,"19,7","2,5","16,0","23,4",24,"4,2","10,8","949,1","945,7"
1020,"13,6","12,9","10,4","16,7",24,"1,4","13,9","891,6","885,7"
820,"18,0","1,7","15,3","20,8",18,"3,3","17,5",,
64,"25,1","0,0","21,4","28,8",10,"3,1","8,9","1009,5","1005,9"
630,"16,9",,"15,0","18,8",24,"2,8","11,7",,
23,,"0,0",,,,,,,
846,"16,2","14,5","12,4","20,1",25,"8,6","18,1","911,9","906,6"
513,"20,8",Ip,"18,2","23,5",22,"7,5","18,9","945,6","941,5"
90,"23,1","0,3","20,9","25,3",26,"3,6","16,7",,
580,"19,8","0,3","16,5","23,1",,,,,
869,"20,8","0,0","16,1","25,5",99,"1,1","9,7","914,5","911,6"
41,"22,5","0,8","20,8","24,2",24,"5,3","11,4","1009,2","1005,6"
490,"22,6","0,0","18,1","27,0",25,"1,1","12,5",,
113,"17,8","49,0","14,9","20,7",21,"3,1","14,2","991,0","982,8"
702,"18,5","2,8","15,6","21,4",24,"5,6","14,4","931,7","928,7"
912,"14,6","11,9","11,8","17,3",20,"6,7","16,9","902,7","896,3"
572,"19,9","0,0","16,9","22,9",12,"4,4","13,9",,
15,"26,2","0,0","24,1","28,3",07,"1,4","6,4","1017,6","1013,4"
11,"24,1","0,0","19,4","28,8",24,"3,9","14,2",,
750,"17,6","0,8","14,6","20,6",23,"4,4","14,2","927,8","924,3"
850,"14,6","32,0","12,3","16,8",20,"5,6","20,0","910,7","904,5"
830,"15,4","10,4","12,2","18,5",,,,"913,5","908,0"
1062,"16,2","0,8","13,7","18,7",26,"3,3","12,2","890,4","886,9"
57,"18,6","24,8","15,9","21,4",26,"5,8","22,8","994,9","986,5"
157,"23,2","0,0","17,3","29,1",24,"2,2","12,2",,
616,"14,8","22,2","12,1","17,6",19,"2,8","11,9",,
269,"19,8","16,8","17,0","22,6",19,"4,4","12,2","978,5","973,9"
100,"16,2","37,2","14,3","18,1",99,"1,9","11,7",,
626,"19,6","0,8","15,9","23,4",14,"3,1","13,6",,
3,"24,5","0,0","20,5","28,5",22,"1,4","11,7","1008,1","1004,5"
513,"20,8","0,0","18,3","23,2",22,"7,5","18,9","945,1","941,9"
2,"23,2","1,0","21,2","25,1",20,"4,7","12,2","1014,0","1010,4"
690,"18,4","5,5","14,8","22,0",24,"7,2","18,1","931,3","927,1"
575,"20,4","0,0","13,5","27,3",23,"1,9","10,0",,
28,,"0,0",,,,,,,
240,"17,2","57,3","14,9","19,4",22,"2,2","15,0",,
1005,"16,2","4,2","13,4","19,0",20,"4,2","13,9",,
1004,"14,9","4,1","12,2","17,6",21,"6,7","15,6","895,9","893,8"
8,"22,2","0,0","16,7","27,7",24,"7,2","13,9","1008,2","1004,7"
90,"21,8","0,7","18,4","25,1",26,"6,1","13,9","1002,5","999,1"
677,"16,8",,"11,8","21,9",23,"0,3","4,2",,
255,"17,2","56,6","15,5","18,9",24,"8,1","18,6","975,6","967,5"
87,"21,5","0,9","18,7","24,3",25,"4,7","10,3","1003,7","1000,5"
75,"24,2","0,0","16,3","32,0",,,,"1001,3","998,4"
381,"19,4","3,0","17,0","21,9",22,"7,5","16,1","968,4","964,4"
408,"20,8","0,4","16,7","24,9",24,"1,9","10,3","966,4","963,5"
55,,"0,0",,,34,"2,2","5,6",,
3,,"0,0",,,25,"4,2","11,7","1013,2","1010,4"
313,"19,2","14,8","16,8","21,7",23,"4,2","13,6","973,6","967,1"
21,"22,8","1,6","20,3","25,4",23,"6,1","13,3","1019,8","1008,2"
91,"23,7","0,0","21,4","26,0",24,"6,1","13,3","999,4","995,7"
4,"23,2","0,0","19,5","26,8",24,"3,9","11,4","1007,3","1001,7"
250,"22,9","0,0","20,4","25,4",18,"6,4","21,4","972,4","967,7"
26,"23,6","0,0","18,6","28,7",22,"1,9","9,2","1007,1","1004,0"
1161,"17,0","0,2","12,0","21,9",99,"0,8","5,6",,
62,"25,1","0,0","21,5","28,7",32,"1,9","5,0","1011,0","1007,2"
763,"16,4","5,0","14,2","18,7",27,"4,4","16,7","922,7","918,1"
6,,"0,0",,,99,"3,1","6,1",,
1798,"10,4","17,6","8,0","12,9",20,"5,0","21,7","815,6","811,1"
902,"19,0","0,0","15,9","22,0",25,"2,8","13,6","907,4","904,5"
312,"22,4","0,0","15,2","29,7",23,"1,4","8,1",,
3,"22,2",Ip,"19,5","24,8",99,"2,5","16,9","1000,9","993,0"
700,"18,4","0,0","15,5","21,2",18,"2,8","12,5","932,0","928,8"
100,,"5,1",,,25,"5,8","19,2",,
1008,"17,0","7,2","13,8","20,1",22,"5,0","12,5","896,4","890,7"
540,"18,8","3,2","15,1","22,5",24,"1,7","13,1",,
775,"17,5","10,3","14,2","20,8",21,"3,6","12,5","920,8","914,3"
32,"25,0","0,0","23,2","26,8",99,"3,6","6,7","1014,9","1011,0"
24,"24,7","0,0","21,9","27,5",02,"4,7","13,9","1012,9","1009,2"
891,"15,8","4,2","12,5","19,0",21,"6,9","18,3","906,3","901,8"
408,"22,8",Ip,"19,0","26,7",,,,,
728,"17,8","0,6","15,3","20,3",,,,"928,5","925,2"
202,"22,4","0,0","18,9","25,9",26,"5,6","13,3","989,7","986,7"
1532,"11,8","4,6","8,7","14,9",26,"2,5","12,2","842,8","837,8"
913,"14,8","18,1","13,3","16,3",26,"1,9","10,6","911,8","908,4"
1030,"16,2","9,2","13,1","19,4",18,"1,9","8,6","896,2","891,4"
550,"18,8","4,3","15,8","21,9",28,"1,9","9,7","949,8","946,2"
884,"18,4","0,0","16,0","20,9",23,"4,4","13,6","909,2","905,4"
674,"18,0","1,7","16,1","20,0",28,"2,8","12,2","935,9","933,3"
370,"15,4","47,9","13,3","17,5",19,"6,1","16,1","961,7","953,3"
880,"18,6","0,1","14,8","22,4",25,"5,8","14,2","912,5","909,2"
655,"18,1","1,0","15,5","20,7",22,"6,4","12,8","938,2","934,5"
790,"17,8","2,6","14,0","21,7",22,"3,9","14,4","918,5","913,9"
415,"18,8","10,8","16,8","20,8",24,"2,8","9,7",,
6,"23,2","0,0","20,3","26,1",24,"3,3","10,3",,
758,"17,0","0,0","13,6","20,5",28,"5,8","13,6","924,5","921,6"
1030,"19,0","0,0","16,5","21,4",25,"5,8","21,1",,
664,,"5,1",,,22,"3,1","14,2",,
230,"16,0","26,8","13,3","18,7",26,"14,7","33,1","976,2","967,3"
27,"22,6","1,0","19,1","26,2",24,"5,3","13,9","1011,0","1007,8"
656,"16,7","18,2","14,0","19,4",26,"2,5","12,2","932,5","926,0"
917,,"19,2",,,24,"3,1","15,0",,
1960,"8,5","40,6","6,1","10,9",23,"12,5","34,2","798,7","792,4"
93,"21,6",,"18,7","24,5",23,"2,8","17,8",,
57,"26,6","0,0","23,1","30,0",27,"2,5","11,4",,
300,"22,6","0,0","15,6","29,6",,,,"976,2","972,4"
734,"17,0","13,8","13,5","20,6",24,"4,2","10,8","924,2","918,9"
6,"24,4","0,0","21,0","27,7",24,"6,4","10,8","1007,2","1003,9"
790,"17,8","10,9","13,6","21,9",99,"7,5","18,1","918,4","912,1"
1081,"17,2","3,0","13,7","20,8",24,"5,6","14,7","886,3","882,6"
81,"24,5","0,0","17,2","31,8",24,"1,9","9,4","999,9","997,0"
4,"23,2","0,0","17,0","29,4",22,"5,0","13,9","1009,9","1006,6"
26,"19,6","2,0","13,7","25,5",18,"2,8","16,4","996,5","988,3"
119,"23,8","0,7","20,2","27,4",,,,"988,3","982,9"
50,"16,3","33,2","13,7","18,9",25,"11,9","25,6",,
265,"23,0","0,0","16,1","29,9",30,"1,7","8,6",,
295,"21,7","0,0","17,4","26,0",21,"4,4","14,7","970,1","967,3"
1130,"16,8","3,6","12,9","20,8",16,"3,3","11,1","882,9","877,3"
626,"19,2","0,6","16,1","22,2",24,"3,6","11,4","940,3","936,6"
1699,"12,8","0,0","9,8","15,9",14,"3,6","13,3","826,0","821,2"
609,"19,5","5,1","16,4","22,6",24,"7,5","16,4","942,7","938,5"
11,"24,1","0,0","19,4","28,8",,,,,
760,"20,0","0,2","15,7","24,3",27,"2,2","10,6",,
15,"26,2","0,0","23,5","28,8",,,,"1016,0","1012,2"
442,"15,8","22,4","12,9","18,7",22,"3,9","13,9","952,4","944,7"
43,"23,3","0,0","15,6","31,0",23,"3,3","11,4","1005,8","1002,8"
949,"18,0","1,0","14,6","21,3",28,"2,5","10,6","903,8","900,8"
532,"17,0","14,0","12,9","21,2",28,"3,1","12,2","942,4","935,4"
34,"22,3","2,1","19,4","25,2",21,"5,6","13,9","1009,8","1006,2"
2369,"14,7","0,0","10,4","19,0",25,"3,9","10,3","772,5","770,0"
692,,"1,2",,,24,"2,8","10,3","938,9","938,7"
1530,"9,6","15,2","6,4","12,7",15,"7,8","26,1","838,1","831,3"
394,"18,4","14,2","16,3","20,4",15,"3,9","16,7","965,6","960,2"
90,,"4,2",,,24,"15,3","30,3","989,3","980,1"
667,"18,1",,"15,6","20,6",23,"4,4","13,3","933,7","929,5"
1510,"11,2",,"8,7","13,6",20,"5,6","20,0","840,4","833,9"
185,"20,4","8,2","17,6","23,2",16,"2,5","11,1","988,9","983,8"
6,"24,6","0,0","20,3","28,9",19,"3,3","10,8","1013,0","1009,5"
567,"20,4","0,5","16,2","24,6",99,"3,6","9,7","949,3","946,4"
87,"23,3","0,8","21,1","25,5",24,"2,5","9,7","1004,8","1001,2"
208,"22,9","0,0","20,1","25,7",,,,"977,3","972,2"
531,"19,6","0,4","15,6","23,6",,,,,
769,"15,7",,"13,2","18,2",23,"6,1","18,3","920,9","914,2"
115,"23,0","0,0","18,8","27,3",19,"2,8","6,4","1003,3","1000,5"
410,"18,8","24,8","14,1","23,5",20,"5,3","18,3","963,8","949,5"
808,"14,6","27,6","11,2","18,0",21,"4,4","21,1","914,5","898,7"
582,"15,5","28,6","11,8","19,2",29,"2,8","15,8","937,1","921,0"
17,"24,6","0,8","22,6","26,5",23,"8,6","26,1","1003,4","989,6"
88,"21,9","0,2","16,0","27,8",22,"4,4","21,9","996,4","979,0"
715,"12,8","5,2","10,9","14,8",22,"4,4","13,1","919,1","906,5"
874,"10,6","3,2","8,0","13,1",24,"8,1","16,9",,
43,"22,2","0,2","18,5","26,0",29,"3,3","15,6","999,4","983,5"
25,"24,4","0,0","19,8","29,1",28,"3,3","13,3","1013,4","1010,5"
1893,"5,8","52,8","2,6","8,9",27,"5,8","20,6","802,9","788,8"
870,"12,0","24,5","9,5","14,5",23,"5,6","20,3","900,3","887,7"
1220,"12,5","7,3","8,7","16,3",,,,,
334,"18,6","3,6","13,1","24,0",99,"4,2","17,5",,
273,"18,6","34,6","14,1","23,1",22,"5,8","23,3","975,7","960,6"
98,"16,4","37,0","14,0","18,7",29,"5,8","23,6","982,4","973,0"
127,"17,4","37,4","14,3","20,6",22,"3,1","14,4","978,6","967,7"
71,"19,5","9,0","14,7","24,3",24,"3,1","18,6","994,0","979,3"
632,"19,4","12,8","13,7","25,1",29,"5,8","15,0","947,5","944,9"
249,"18,1","19,0","14,7","21,5",18,"5,0","13,1","973,4","956,4"
36,"26,0","0,8","22,6","29,5",,,,"1012,7","1009,9"
3,"20,2","6,4","17,0","23,3",26,"10,0","18,3","1008,7","996,3"
15,"21,3","0,0","15,3","27,3",20,"4,7","16,9","1005,5","989,3"
28,"20,8","19,1","17,8","23,9",25,"7,2","25,3","1007,9","994,1"
1140,"9,4","45,4","7,2","11,6",21,"5,0","22,8","872,3","859,4"
513,"16,8","39,0","12,7","21,0",26,"5,0","28,6","947,0","931,1"
580,"15,0","5,6","12,4","17,5",20,"5,3","20,6","934,2","919,4"
143,"22,7","2,0","17,5","27,9",20,"5,8","15,3","985,8","969,5"
607,"17,0","62,0","11,4","22,5",25,"5,8","16,1","939,0","919,2"
32,"20,6","23,6","17,2","24,0",24,"9,7","29,2",,
50,"17,0","6,4","15,0","18,9",27,"1,4","15,8","997,8","981,8"
40,"16,5","27,3","13,5","19,5",20,"3,9","15,3",,
